district_code,district_name,date,selling_price_m2
1,Ciutat Vella,2006-01,n.d.
1,Ciutat Vella,2006-02,n.d.
1,Ciutat Vella,2006-03,n.d.
1,Ciutat Vella,2006-04,n.d.
1,Ciutat Vella,2006-05,n.d.
1,Ciutat Vella,2006-06,n.d.
1,Ciutat Vella,2006-07,n.d.
1,Ciutat Vella,2006-08,n.d.
1,Ciutat Vella,2006-09,n.d.
1,Ciutat Vella,2006-10,n.d.
1,Ciutat Vella,2006-11,n.d.
1,Ciutat Vella,2006-12,n.d.
1,Ciutat Vella,2007-01,n.d.
1,Ciutat Vella,2007-02,n.d.
1,Ciutat Vella,2007-03,n.d.
1,Ciutat Vella,2007-04,n.d.
1,Ciutat Vella,2007-05,n.d.
1,Ciutat Vella,2007-06,n.d.
1,Ciutat Vella,2007-07,n.d.
1,Ciutat Vella,2007-08,n.d.
1,Ciutat Vella,2007-09,n.d.
1,Ciutat Vella,2007-10,n.d.
1,Ciutat Vella,2007-11,n.d.
1,Ciutat Vella,2007-12,n.d.
1,Ciutat Vella,2008-01,n.d.
1,Ciutat Vella,2008-02,n.d.
1,Ciutat Vella,2008-03,n.d.
1,Ciutat Vella,2008-04,n.d.
1,Ciutat Vella,2008-05,n.d.
1,Ciutat Vella,2008-06,n.d.
1,Ciutat Vella,2008-07,n.d.
1,Ciutat Vella,2008-08,n.d.
1,Ciutat Vella,2008-09,n.d.
1,Ciutat Vella,2008-10,4046
1,Ciutat Vella,2008-11,4029
1,Ciutat Vella,2008-12,3959
1,Ciutat Vella,2009-01,4029
1,Ciutat Vella,2009-02,4138
1,Ciutat Vella,2009-03,4233
1,Ciutat Vella,2009-04,4151
1,Ciutat Vella,2009-05,4050
1,Ciutat Vella,2009-06,4100
1,Ciutat Vella,2009-07,4164
1,Ciutat Vella,2009-08,3884
1,Ciutat Vella,2009-09,3918
1,Ciutat Vella,2009-10,3919
1,Ciutat Vella,2009-11,4059
1,Ciutat Vella,2009-12,4054
1,Ciutat Vella,2010-01,3866
1,Ciutat Vella,2010-02,3842
1,Ciutat Vella,2010-03,3833
1,Ciutat Vella,2010-04,3884
1,Ciutat Vella,2010-05,3762
1,Ciutat Vella,2010-06,3787
1,Ciutat Vella,2010-07,3816
1,Ciutat Vella,2010-08,3747
1,Ciutat Vella,2010-09,3747
1,Ciutat Vella,2010-10,3743
1,Ciutat Vella,2010-11,3733
1,Ciutat Vella,2010-12,3665
1,Ciutat Vella,2011-01,3658
1,Ciutat Vella,2011-02,3660
1,Ciutat Vella,2011-03,3639
1,Ciutat Vella,2011-04,3533
1,Ciutat Vella,2011-05,3520
1,Ciutat Vella,2011-06,3469
1,Ciutat Vella,2011-07,3422
1,Ciutat Vella,2011-08,3329
1,Ciutat Vella,2011-09,3333
1,Ciutat Vella,2011-10,3300
1,Ciutat Vella,2011-11,3234
1,Ciutat Vella,2011-12,3201
1,Ciutat Vella,2012-01,3166
1,Ciutat Vella,2012-02,3108
1,Ciutat Vella,2012-03,3137
1,Ciutat Vella,2012-04,3123
1,Ciutat Vella,2012-05,3064
1,Ciutat Vella,2012-06,3036
1,Ciutat Vella,2012-07,3003
1,Ciutat Vella,2012-08,3003
1,Ciutat Vella,2012-09,3005
1,Ciutat Vella,2012-10,3043
1,Ciutat Vella,2012-11,3041
1,Ciutat Vella,2012-12,3005
1,Ciutat Vella,2013-01,2996
1,Ciutat Vella,2013-02,2978
1,Ciutat Vella,2013-03,2915
1,Ciutat Vella,2013-04,2938
1,Ciutat Vella,2013-05,3002
1,Ciutat Vella,2013-06,2994
1,Ciutat Vella,2013-07,3077
1,Ciutat Vella,2013-08,3091
1,Ciutat Vella,2013-09,3131
1,Ciutat Vella,2013-10,3182
1,Ciutat Vella,2013-11,3127
1,Ciutat Vella,2013-12,3143
1,Ciutat Vella,2014-01,3135
1,Ciutat Vella,2014-02,3143
1,Ciutat Vella,2014-03,3174
1,Ciutat Vella,2014-04,3139
1,Ciutat Vella,2014-05,3139
1,Ciutat Vella,2014-06,3178
1,Ciutat Vella,2014-07,3175
1,Ciutat Vella,2014-08,3165
1,Ciutat Vella,2014-09,3192
1,Ciutat Vella,2014-10,3234
1,Ciutat Vella,2014-11,3230
1,Ciutat Vella,2014-12,3276
1,Ciutat Vella,2015-01,3306
1,Ciutat Vella,2015-02,3330
1,Ciutat Vella,2015-03,3330
1,Ciutat Vella,2015-04,3349
1,Ciutat Vella,2015-05,3404
1,Ciutat Vella,2015-06,3439
1,Ciutat Vella,2015-07,3488
1,Ciutat Vella,2015-08,3514
1,Ciutat Vella,2015-09,3575
1,Ciutat Vella,2015-10,3644
1,Ciutat Vella,2015-11,3646
1,Ciutat Vella,2015-12,3635
1,Ciutat Vella,2016-01,3636
1,Ciutat Vella,2016-02,3626
1,Ciutat Vella,2016-03,3632
1,Ciutat Vella,2016-04,3634
1,Ciutat Vella,2016-05,3680
1,Ciutat Vella,2016-06,3745
1,Ciutat Vella,2016-07,3796
1,Ciutat Vella,2016-08,3822
1,Ciutat Vella,2016-09,3883
1,Ciutat Vella,2016-10,3970
1,Ciutat Vella,2016-11,4030
1,Ciutat Vella,2016-12,4043
1,Ciutat Vella,2017-01,4092
1,Ciutat Vella,2017-02,4129
1,Ciutat Vella,2017-03,4186
1,Ciutat Vella,2017-04,4206
1,Ciutat Vella,2017-05,4363
1,Ciutat Vella,2017-06,4380
1,Ciutat Vella,2017-07,4414
1,Ciutat Vella,2017-08,4489
1,Ciutat Vella,2017-09,4569
1,Ciutat Vella,2017-10,4600
1,Ciutat Vella,2017-11,4563
1,Ciutat Vella,2017-12,4542
1,Ciutat Vella,2018-01,4523
1,Ciutat Vella,2018-02,4476
1,Ciutat Vella,2018-03,4466
1,Ciutat Vella,2018-04,4449
1,Ciutat Vella,2018-05,4472
1,Ciutat Vella,2018-06,4447
1,Ciutat Vella,2018-07,4419
1,Ciutat Vella,2018-08,4485
1,Ciutat Vella,2018-09,4482
1,Ciutat Vella,2018-10,4475
1,Ciutat Vella,2018-11,4400
1,Ciutat Vella,2018-12,4364
1,Ciutat Vella,2019-01,4376
1,Ciutat Vella,2019-02,4353
1,Ciutat Vella,2019-03,4318
1,Ciutat Vella,2019-04,4350
1,Ciutat Vella,2019-05,4364
1,Ciutat Vella,2019-06,4393
1,Ciutat Vella,2019-07,4408
1,Ciutat Vella,2019-08,4406
1,Ciutat Vella,2019-09,4412
1,Ciutat Vella,2019-10,4410
1,Ciutat Vella,2019-11,4375
1,Ciutat Vella,2019-12,4320
1,Ciutat Vella,2020-01,4308
1,Ciutat Vella,2020-02,4306
1,Ciutat Vella,2020-03,4297
1,Ciutat Vella,2020-04,4328
2,Eixample,2006-01,n.d.
2,Eixample,2006-02,n.d.
2,Eixample,2006-03,n.d.
2,Eixample,2006-04,n.d.
2,Eixample,2006-05,n.d.
2,Eixample,2006-06,n.d.
2,Eixample,2006-07,n.d.
2,Eixample,2006-08,n.d.
2,Eixample,2006-09,n.d.
2,Eixample,2006-10,n.d.
2,Eixample,2006-11,n.d.
2,Eixample,2006-12,n.d.
2,Eixample,2007-01,n.d.
2,Eixample,2007-02,n.d.
2,Eixample,2007-03,n.d.
2,Eixample,2007-04,n.d.
2,Eixample,2007-05,n.d.
2,Eixample,2007-06,n.d.
2,Eixample,2007-07,n.d.
2,Eixample,2007-08,n.d.
2,Eixample,2007-09,n.d.
2,Eixample,2007-10,n.d.
2,Eixample,2007-11,n.d.
2,Eixample,2007-12,n.d.
2,Eixample,2008-01,n.d.
2,Eixample,2008-02,n.d.
2,Eixample,2008-03,n.d.
2,Eixample,2008-04,n.d.
2,Eixample,2008-05,n.d.
2,Eixample,2008-06,4367
2,Eixample,2008-07,4386
2,Eixample,2008-08,4342
2,Eixample,2008-09,4270
2,Eixample,2008-10,4286
2,Eixample,2008-11,4308
2,Eixample,2008-12,4254
2,Eixample,2009-01,4270
2,Eixample,2009-02,4238
2,Eixample,2009-03,4363
2,Eixample,2009-04,4316
2,Eixample,2009-05,4286
2,Eixample,2009-06,4158
2,Eixample,2009-07,4094
2,Eixample,2009-08,4118
2,Eixample,2009-09,4134
2,Eixample,2009-10,4182
2,Eixample,2009-11,4158
2,Eixample,2009-12,4241
2,Eixample,2010-01,4171
2,Eixample,2010-02,4151
2,Eixample,2010-03,4143
2,Eixample,2010-04,4206
2,Eixample,2010-05,4220
2,Eixample,2010-06,4276
2,Eixample,2010-07,4278
2,Eixample,2010-08,4271
2,Eixample,2010-09,4284
2,Eixample,2010-10,4267
